filename,case_id,center,station,fold
center_7_case_2_7L.png,center_7_case_2,center_7,7L,5
center_7_case_2_7R.png,center_7_case_2,center_7,7R,5
center_7_case_2_8.png,center_7_case_2,center_7,8,5
center_7_case_2_9.png,center_7_case_2,center_7,9,5
center_7_case_3_10L.png,center_7_case_3,center_7,10L,5
center_7_case_3_10R.png,center_7_case_3,center_7,10R,5
center_7_case_3_11L.png,center_7_case_3,center_7,11L,5
center_7_case_3_11R.png,center_7_case_3,center_7,11R,5
center_7_case_3_12L.png,center_7_case_3,center_7,12L,5
center_7_case_3_12R.png,center_7_case_3,center_7,12R,5
center_7_case_3_13L.png,center_7_case_3,center_7,13L,5
center_7_case_3_13R.png,center_7_case_3,center_7,13R,5
center_7_case_3_6L.png,center_7_case_3,center_7,6L,5
center_7_case_3_6R.png,center_7_case_3,center_7,6R,5
center_7_case_3_7L.png,center_7_case_3,center_7,7L,5
center_7_case_3_7R.png,center_7_case_3,center_7,7R,5
center_7_case_3_8.png,center_7_case_3,center_7,8,5
center_7_case_3_9.png,center_7_case_3,center_7,9,5
center_7_case_3_na_station_1.png,center_7_case_3,center_7,na_station_1,5
center_7_case_4_10L.png,center_7_case_4,center_7,10L,5
center_7_case_4_10R.png,center_7_case_4,center_7,10R,5
center_7_case_4_11L.png,center_7_case_4,center_7,11L,5
center_7_case_4_11R.png,center_7_case_4,center_7,11R,5
center_7_case_4_12L.png,center_7_case_4,center_7,12L,5
center_7_case_4_12R.png,center_7_case_4,center_7,12R,5
center_7_case_4_13R.png,center_7_case_4,center_7,13R,5
center_7_case_4_6L.png,center_7_case_4,center_7,6L,5
center_7_case_4_6R.png,center_7_case_4,center_7,6R,5
center_7_case_4_7L.png,center_7_case_4,center_7,7L,5
center_7_case_4_7R.png,center_7_case_4,center_7,7R,5
center_7_case_4_8.png,center_7_case_4,center_7,8,5
center_7_case_4_9.png,center_7_case_4,center_7,9,5
center_7_case_5_10L.png,center_7_case_5,center_7,10L,5
center_7_case_5_10R.png,center_7_case_5,center_7,10R,5
center_7_case_5_11L.png,center_7_case_5,center_7,11L,5
center_7_case_5_11R.png,center_7_case_5,center_7,11R,5
center_7_case_5_12L.png,center_7_case_5,center_7,12L,5
center_7_case_5_12R.png,center_7_case_5,center_7,12R,5
center_7_case_5_13L.png,center_7_case_5,center_7,13L,5
center_7_case_5_13R.png,center_7_case_5,center_7,13R,5
center_7_case_5_6L.png,center_7_case_5,center_7,6L,5
center_7_case_5_6R.png,center_7_case_5,center_7,6R,5
center_7_case_5_7L.png,center_7_case_5,center_7,7L,5
center_7_case_5_7R.png,center_7_case_5,center_7,7R,5
center_7_case_5_8.png,center_7_case_5,center_7,8,5
center_7_case_5_9.png,center_7_case_5,center_7,9,5
center_7_case_6_10L.png,center_7_case_6,center_7,10L,5
center_7_case_6_10R.png,center_7_case_6,center_7,10R,5
center_7_case_6_11L.png,center_7_case_6,center_7,11L,5
center_7_case_6_11R.png,center_7_case_6,center_7,11R,5
center_7_case_6_12R.png,center_7_case_6,center_7,12R,5
center_7_case_6_13R.png,center_7_case_6,center_7,13R,5
center_7_case_6_6R.png,center_7_case_6,center_7,6R,5
center_7_case_6_7L.png,center_7_case_6,center_7,7L,5
center_7_case_6_7R.png,center_7_case_6,center_7,7R,5
center_7_case_6_9.png,center_7_case_6,center_7,9,5
